 COL _id VAL 27049 	  COL ltable.Product_id VAL 489 	  COL rtable.ID VAL AM0877 	  COL ltable.Description VAL MAKE UP FOR EVER full cover concealer 	  COL ltable.Price VAL $32.00 	  COL ltable.Color VAL Sand 7 	  COL rtable.Color VAL Vanilla 5 	  COL rtable.Price VAL $35.00 	  COL rtable.Description VAL MAKE UP FOR EVER Full Cover Concealer Vanilla 5 0.5 oz 	  	 0
 COL _id VAL 697 	  COL ltable.Product_id VAL 808 	  COL rtable.ID VAL AM1774 	  COL ltable.Description VAL Guerlain terracotta bronzing powder 	  COL ltable.Price VAL 53 	  COL ltable.Color VAL 8 	  COL rtable.Color VAL 1 	  COL rtable.Price VAL $49.95 	  COL rtable.Description VAL Guerlain Terracotta Bronzing Powder, Moisturizing and Long Lasting, # 01, 0.35 Ounce 	  	 0
 COL _id VAL 5943 	  COL ltable.Product_id VAL 8821 	  COL rtable.ID VAL AM2776 	  COL ltable.Description VAL tarte lipsurgence lip tint 	  COL ltable.Price VAL 24 	  COL ltable.Color VAL Lovely 	  COL rtable.Color VAL Energy 	  COL rtable.Price VAL $35.40 	  COL rtable.Description VAL Tarte Lipsurgence Skintuitive Lip Tint - Energy (.10 oz) 	  	 0
 COL _id VAL 5936 	  COL ltable.Product_id VAL 8817 	  COL rtable.ID VAL AM2778 	  COL ltable.Description VAL tarte lipsurgence lip tint 	  COL ltable.Price VAL 24 	  COL ltable.Color VAL Elite 	  COL rtable.Color VAL Energy 	  COL rtable.Price VAL $16.00 	  COL rtable.Description VAL Tarte ENERGY LipSurgence Skintuitive Lip Tint (Mini) 	  	 0
 COL _id VAL 94 	  COL ltable.Product_id VAL 56 	  COL rtable.ID VAL AM0076 	  COL ltable.Description VAL Dior star concealer 	  COL ltable.Price VAL 36 	  COL ltable.Color VAL 005 Mocha 	  COL rtable.Color VAL 002 Beige 	  COL rtable.Price VAL $29.95 	  COL rtable.Description VAL Christian Dior Diorskin Star Sculpting Brightening Concealer - # 002 Beige Christian Dior Women - 0.2 Oz Concealer, 0.2 Ounce 	  	 0
 COL _id VAL 820 	  COL ltable.Product_id VAL 1102 	  COL rtable.ID VAL AM2305 	  COL ltable.Description VAL NARS makeup removing water 	  COL ltable.Price VAL 28 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $36.01 	  COL rtable.Description VAL NARS Makeup Removing Water - 200ml/6.7oz 	  	 1
 COL _id VAL 11526 	  COL ltable.Product_id VAL 9973 	  COL rtable.ID VAL AM1437 	  COL ltable.Description VAL Smashbox try it kit 	  COL ltable.Price VAL $18.00 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $40.99 	  COL rtable.Description VAL Smashbox Try It Kit 	  	 1
 COL _id VAL 122 	  COL ltable.Product_id VAL 518 	  COL rtable.ID VAL AM0922 	  COL ltable.Description VAL Hourglass ambient lighting edit 	  COL ltable.Price VAL 80 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $150.12 	  COL rtable.Description VAL Hourglass Ambient Lighting Edit 	  	 1
 COL _id VAL 5977 	  COL ltable.Product_id VAL 9386 	  COL rtable.ID VAL AM5163 	  COL ltable.Description VAL Bobbi Brown bronzing powder 	  COL ltable.Price VAL 40 	  COL ltable.Color VAL Dark 	  COL rtable.Color VAL Pink Peony 	  COL rtable.Price VAL $69.95 	  COL rtable.Description VAL BOBBI BROWN Pink Peony Set :Pink Peony Illuminating Bronzing Powder +Mini Face Blender Brush . 	  	 0
 COL _id VAL 458 	  COL ltable.Product_id VAL 1121 	  COL rtable.ID VAL AM2360 	  COL ltable.Description VAL Givenchy noir couture 	  COL ltable.Price VAL 33 	  COL ltable.Color VAL 1 Black Satin 	  COL rtable.Color VAL 1 Black Satin 	  COL rtable.Price VAL $42.59 	  COL rtable.Description VAL Givenchy Noir Couture Mascara # 1 Black Satin 4g 	  	 1
 COL _id VAL 19299 	  COL ltable.Product_id VAL 1493 	  COL rtable.ID VAL AM3660 	  COL ltable.Description VAL CLINIQUE even better makeup spf 15 	  COL ltable.Price VAL $27.00 	  COL ltable.Color VAL Cream Caramel 	  COL rtable.Color VAL Vanilla 	  COL rtable.Price VAL $42.57 	  COL rtable.Description VAL New 2013 Clinique Even Better Compact Makeup Spf 15 ~ VANILLA 	  	 0
 COL _id VAL 11834 	  COL ltable.Product_id VAL 658 	  COL rtable.ID VAL AM1328 	  COL ltable.Description VAL Giorgio Armani luminous silk foundation 	  COL ltable.Price VAL $62.00 	  COL ltable.Color VAL 10 	  COL rtable.Color VAL 19 	  COL rtable.Price VAL $62.00 	  COL rtable.Description VAL Giorgio Armani Luminous Silk Foundation # 10 30Ml/1Oz 	  	 0
 COL _id VAL 23986 	  COL ltable.Product_id VAL 2545 	  COL rtable.ID VAL AM5999 	  COL ltable.Description VAL MAKE UP FOR EVER aqua eyes 	  COL ltable.Price VAL $19.00 	  COL ltable.Color VAL Light Taupe 24L 	  COL rtable.Color VAL Fuschia Pink 13L 	  COL rtable.Price VAL $21.99 	  COL rtable.Description VAL MAKE UP FOR EVER Aqua Eyes Fuschia Pink 13L 0.04 oz 	  	 0
 COL _id VAL 11505 	  COL ltable.Product_id VAL 9858 	  COL rtable.ID VAL AM1422 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Sand 	  COL rtable.Color VAL Warm Sand 	  COL rtable.Price VAL $53.00 	  COL rtable.Description VAL Bobbi Brown Foundation Stick Warm Sand # 2.5 Full Size (Box) 	  	 0
 COL _id VAL 18429 	  COL ltable.Product_id VAL 822 	  COL rtable.ID VAL AM1941 	  COL ltable.Description VAL Smashbox 24 hour cc spot concealer 	  COL ltable.Price VAL $25.00 	  COL ltable.Color VAL Fair Light 	  COL rtable.Color VAL Fair Light 	  COL rtable.Price VAL $23.00 	  COL rtable.Description VAL Smashbox 24 Hour CC Spot Concealer .008 fl. oz. - Fair/Light 	  	 1
 COL _id VAL 32636 	  COL ltable.Product_id VAL 4641 	  COL rtable.ID VAL AM4947 	  COL ltable.Description VAL Estee Lauder double wear stay in place makeup 	  COL ltable.Price VAL $38.00 	  COL ltable.Color VAL Fresco 2C3 	  COL rtable.Color VAL 14 	  COL rtable.Price VAL $64.00 	  COL rtable.Description VAL Estee Lauder Double Wear Light Stay In Place Makeup SPF10 - # 14 (Intensity 5.0) 30ml/1oz 	  	 0
 COL _id VAL 9562 	  COL ltable.Product_id VAL 2365 	  COL rtable.ID VAL AM0742 	  COL ltable.Description VAL Laura Mercier secret concealer 	  COL ltable.Price VAL $25.00 	  COL ltable.Color VAL 2 	  COL rtable.Color VAL 2 	  COL rtable.Price VAL $28.04 	  COL rtable.Description VAL Laura Mercier Secret Concealer #2 2.2G/0.08Oz 	  	 1
